ccg,group,postcode,practice_name,address,list_size,brick,
 Waltham Forest ,PHARMACY CHAIN,E17 9DS,PYRAMID PHARMA PHARMACEUTICALS LTD (0144,881 LEA BRIDGE ROAD,0,EZ17,442085202844
 Bath and NE Somerset ,PHARMACY CHAIN,BA2 2PP,LLOYDS PHARMACY LTD (6973),88 FROME ROAD,0,BA02,441225833003
 Central London ,GP SURGERY,W1G 8TL,THE DIAGNOSTIC CLINIC,50 NEW CAVENDISH STREET,0,WZ01,442070094650
 Swale ,PHARMACY CHAIN,ME12 2RW,E-NOVA HEALTHCARE LTD,THE BROADWAY,0,ME12,441795875531
 Bedfordshire ,PRIVATE SURGERY,MK42 8BH,LOMACK HEALTH,162 BEDFORD ROAD,0,MK42,441234844030
 Barnet ,PRIVATE SURGERY,NW7 2ED,CHASE LODGE HOSPITAL,PAGE STREET,2000,NW07,448454023320
 Herts Valleys ,PRIVATE SURGERY,WD6 3AD,ADVISA MEDICA,BUTTERFLY LANE,0,WD06,442089539989
 Ealing ,PHARMACY CHAIN,W13 9BE,MEDIPHARMACY LTD,147 BROADWAY,0,WZ13,442088406318
 Wiltshire ,PHARMACY CHAIN,SN14 6GT,LLOYDS PHARMACY LTD (6959),HATHAWAY MEDICAL CENTRE,0,SN14,441249449142
 Oxfordshire ,PHARMACY CHAIN,OX7 3PL,MID COUNTIES CO-OPERATIVE CHEMISTS,MARKET STREET,0,OX07,441608810315
 West London K&C and Qpp ,PRIVATE SURGERY,SW3 2EA,THE SMART CLINICS,13 CRESCENT PLACE,1800,SW03,442070520070
 South Norfolk ,PHARMACY INDEPENDENT,IP25 6FA,TOTAL HEALTH PHARMACY LTD,14 GREGOR SHANKS WAY,0,IP24,441953881157
 Mid Essex ,PHARMACY CHAIN,CM1 6NF,BOOTS UK LTD (215),10-12 TORQUAY ROAD,0,CM01,441245355509
 Bedfordshire ,PHARMACY CHAIN,LU6 3BS,PILL AND POTIONS LTD,64 LANGDALE ROAD,0,LU06,441582663372
 Kingston ,GP SURGERY,KT9 1BT,GOSBURY HILL GP CLINIC,1 GOSBURY HILL,1100,KT09,442089741884
 Haringey ,PHARMACY INDEPENDENT,N17 9DD,GILLIGAD ABBEYLACE LIMITED,70 DOWSETT ROAD,0,NZ17,442088081088
 Southwark ,GP SURGERY,SE16 2SB,SILVERLOCK MEDICAL CENTRE,2-3 WARNDON STREET,4900,SE16,442072374091
 Barking and Dagenham ,GP SURGERY,RM10 9HU,BROAD STREET MEDICAL PRACTICE,MORLAND ROAD,5000,RM10,442085964400
 Hammersmith and Fulham ,PHARMACY INDEPENDENT,W12 0NS,JBS PHARMA LTD,442 UXBRIDGE ROAD,0,WZ12,442087432199
 Havering ,PHARMACY CHAIN,RM5 3PH,BOOTS UK LTD (207),21 CLOCKHOUSE LANE,0,RM05,441708724905
 West Hampshire ,PHARMACY CHAIN,SO41 9GF,BOOTS UK LTD (205),STANFORD ROAD,0,SO41,441590678874
 Bedfordshire ,GP SURGERY,MK43 9JJ,WOOTTON VALE HEALTHY LIVING CENTRE,FIELDS ROAD,5100,MK43,441234762500
 Haringey ,PHARMACY CHAIN,N10 1LR,NAPCLAN (UK) LTD,101 COLNEY HATCH LANE,0,NZ10,442088833960
 Lincolnshire West ,PHARMACY CHAIN,LN2 4WA,BOOTS UK LTD (6494),THE CARLTON CENTRE,0,LN02,441522511890
 Kernow ,PHARMACY CHAIN,TR27 5LX,BOOTS UK LTD (6442),"UNIT E, WEST CORNWALL SHOPPING PARK",0,TR26,441736756843
 Mid Essex ,PHARMACY CHAIN,CM2 6XE,BOOTS UK LTD (6553),UNIT B2,0,CM02,441245349986
 Greenwich ,PHARMACY CHAIN,SE7 7SR,BOOTS UK LTD (6535),7A GREENWICH SHOPPING PARK,0,SE07,442082935568
 Hastings and Rother ,PHARMACY CHAIN,TN33 0EN,DAY LEWIS PLC (161),53 HIGH STREET,0,TN39,441424772010
 Somerset ,PHARMACY CHAIN,BA21 5BT,BOOTS UK LTD (6584),THE PEEL CENTRE,0,BA21,441935434621
 Nene ,PHARMACY CHAIN,NN3 5EN,PURE HEALTH MEDICAL LTD,ECTON BROOK ROAD,0,NN03,441604405260
 Lewisham ,PHARMACY CHAIN,SE14 5HD,LLOYDS PHARMACY LTD (6991),401 QUEENS ROAD,0,SE14,442076398537
 Lewisham ,PHARMACY CHAIN,SE6 2JT,LLOYDS PHARMACY LTD (6988),314 SANGLEY ROAD,0,SE06,442086972439
 Lewisham ,PHARMACY CHAIN,SE6 1RG,LLOYDS PHARMACY LTD (6989),185 TORRIDON ROAD,0,SE06,442086981625
 Southwark ,PHARMACY CHAIN,SE15 5JZ,LLOYDS PHARMACY LTD (6990),147-149 PECKHAM HILL STREET,0,SE15,442076392807
 Camden ,PHARMACY INDEPENDENT,NW3 6HN,JASRUP LTD,463 FINCHLEY ROAD,0,NW03,442074354813
 Kernow ,PHARMACY CHAIN,PL12 6EB,LLOYDS PHARMACY LTD (6996),139 CALLINGTON ROAD,0,PL11,441752842013
 Kernow ,PHARMACY CHAIN,PL25 5PE,DAY LEWIS PLC (150),1-3 VICTORIA PLACE,0,PL25,44172672478
 Kernow ,PHARMACY CHAIN,TR14 8AD,DAY LEWIS PLC (146),21 TRELOWARREN STREET,0,TR15,441209714577
 Dartford Gravesswanley ,GP SURGERY,DA1 4FN,CRAYFORD TOWN SURGERY,TOWNHALL SQUARE,8000,DA01,441322621690
 Nene ,PHARMACY CHAIN,NN13 6JR,DUDLEY TAYLOR PHARMACIES LTD,UNIT 2 WESTFIELD CENTRE,0,NN12,441280700222
 Windsor Ascot Maidenhead,PHARMACY CHAIN,SL6 8AG,SAINSBURY'S SUPERMARKETS LTD (2173),PROVIDENCE PLACE,0,SL06,
 Hounslow ,PHARMACY CHAIN,TW14 0LT,TESCO STORES LTD (2538),DUKES GREEN AVENUE,0,TW14,443456779274
 Bristol ,PHARMACY CHAIN,BS4 4WW,PASAB LTD,5 AVON VILLAGE,0,BS04,441179771987
 Camden ,PHARMACY INDEPENDENT,NW6 1NB,NASPRAM PHARMA LTD,59 MILL LANE,0,NW06,442074354273
 Kernow ,PHARMACY CHAIN,TR26 1AB,NAIMANS UK LTD (0151),7 FORE STREET,0,TR26,441736795432
 Thurrock ,PHARMACY INDEPENDENT,RM18 7BJ,ASSET CHEMIST LTD,128 DOCK ROAD,0,RM18,441375846316
 Central London ,PRIVATE SURGERY,W1G 8QJ,HARLEY STREET GENERAL PRACTICE,73 HARLEY STREET,1100,WZ01,442074866011
 Hammersmith and Fulham ,PHARMACY CHAIN,W12 7JD,GREENLIGHT HEALTHCARE LTD,228-230A UXBRIDGE ROAD,0,WZ12,442087431320
 North East West Devon,PHARMACY CHAIN,PL21 9AB,DAY LEWIS PLC (154),11-12 FORE STREET,0,PL21,441752690265
 Kernow ,PHARMACY CHAIN,PL31 2LL,DAY LEWIS PLC (153),17 DENNISON ROAD,0,PL31,44120872579
 Dartford Gravesswanley ,PHARMACY CHAIN,DA4 9AF,BUTT & HOBBS LTD,HOLMESDALE ROAD,0,DA03,441322860019
 Harrow ,PHARMACY INDEPENDENT,HA1 3LP,NEW PARK ENTERPRISES LTD,106 HIGH STREET,0,HA01,448450559562
 Oxfordshire ,PHARMACY CHAIN,RG9 2BA,MANICHEM LTD,25 BELL STREET,0,RG09,441491574142
 Guildford and Waverley ,PHARMACY INDEPENDENT,GU6 8RF,SURREY HEALTHCARE SOLUTIONS LTD,128 HIGH STREET,0,GU06,441483274323
 Lincolnshire East ,PHARMACY CHAIN,LN12 1DP,WARWICK HEALTHCARE LTD,MARISCO MEDICAL CENTRE,0,LN12,441507479626
 North East West Devon,PHARMACY CHAIN,EX8 5NH,THE ESSENTIAL PHARMACY LTD,39 PINES ROAD,0,EX08,441395264424
 West Kent ,PHARMACY CHAIN,TN9 2RN,BUTT & HOBBS LTD,25 QUARRY HILL ROAD,0,TN09,441732353950
 Haringey ,PHARMACY CHAIN,N4 1UJ,SAINSBURY'S SUPERMARKETS LTD (406),WILLIAMSON ROAD,0,NZ04,442088265795
 Redbridge ,PHARMACY INDEPENDENT,IG4 5ET,ARIDOR LTD,11 REDBRIDGE LANE EAST,0,IG04,442085509003
 Lambeth ,PHARMACY INDEPENDENT,SW8 2SH,ANAND-SAI LTD,110 UNION ROAD,0,SW08,442076221159
 South Devon and Torbay ,PHARMACY CHAIN,TQ2 7BJ,BOOTS UK LTD (6590),"UNIT 1, WREN RETAIL PARK",0,TQ02,441803615874
 Cambs and Peterborough ,PHARMACY CHAIN,PE1 2UF,MI PHARMACY LTD,164 PARK ROAD,0,PE01,441733565971
 North West Surrey ,PHARMACY CHAIN,TW15 2UN,PILL BOX CHEMISTS LTD,13 CHURCH ROAD,0,TW15,441784252340
 Havering ,HOSPITAL,RM7 0AG,QUEEN'S HOSPITAL,ROM VALLEY WAY,0,RM05,441708435000
 West London K&C and Qpp ,PRIVATE SURGERY,SW7 4JJ,MEDICARE FRANCAIS,3 HARRINGTON GARDENS,1000,SW07,442073704999
 Nene ,PHARMACY CHAIN,NN6 9EL,BESTWAY PANACEA HEALTHCARE LTD (200729),4 HUNTERS WAY,0,NN06,441604880156
 Dorset ,PHARMACY CHAIN,DT1 2FD,L ROWLAND & CO (RETAIL) LTD (1525),ST. JOHN WAY,0,DT01,441305213475
 West Hampshire ,PHARMACY CHAIN,SO53 5NQ,DAY LEWIS PLC (163),95 HILTINGBURY ROAD,0,SO53,442380253063
 Isle Of Wight ,PHARMACY CHAIN,PO31 7SA,DAY LEWIS PLC (162),7 HIGH STREET,0,PO31,441983293011
 Brighton and Hove ,PHARMACY CHAIN,BN2 4AD,PAYDENS LTD,5-7 COOMBE TERRACE,0,BN02,441273605354
 Hastings and Rother ,PHARMACY CHAIN,TN37 6RE,PAYDENS LTD (0089),55-57 BOHEMIA ROAD,0,TN37,441424421072
 Isle Of Wight ,PHARMACY CHAIN,PO37 7AE,DAY LEWIS PLC (168),51 REGENT STREET,0,PO37,441983862562
 Somerset ,PHARMACY CHAIN,TA8 1AN,BESTWAY PANACEA HEALTHCARE LTD (200281),18 VICTORIA STREET,0,TA08,441278782017
 Somerset ,PHARMACY CHAIN,TA1 4TN,BESTWAY PANACEA HEALTHCARE LTD (200290),THE COMEYTROWE CENTRE,0,TA01,441823256056
 West London K&C and Qpp ,PHARMACY CHAIN,SW7 4EJ,SAINSBURY'S SUPERMARKETS LTD (229),158A CROMWELL ROAD,0,SW07,442073738313
 Ealing ,PHARMACY CHAIN,W3 9RH,LLOYDS PHARMACY LTD (6909),377 UXBRIDGE ROAD,0,WZ03,442089932992
 Swale ,PHARMACY INDEPENDENT,ME9 8SH,PRAYOSHA HEALTHCARE LTD (6889),UNITS D&E,0,ME10,
 Southwark ,PHARMACY CHAIN,SE1 5AG,ASDA STORES LTD (5871),464-504 OLD KENT ROAD,0,SE01,442075007910
 Camden ,PHARMACY CHAIN,WC1B 5AN,CLOCKWORK RETAIL LTD,150 SOUTHAMPTON ROW,0,WC01,442078377143
 Nene ,PHARMACY CHAIN,NN2 7BD,X-PHARM LTD,13 KINGSTHORPE CENTRE,0,NN02,441604711524
 Harrow ,PHARMACY INDEPENDENT,HA2 0AJ,SHAFTESBURY PHARMACY LTD,5-6 SHAFTESBURY PARADE,0,HA02,442088649436
 Wandsworth ,PHARMACY CHAIN,SW11 2PH,SAFEDALE LTD,49 FALCON ROAD,0,SW11,442072281701
 South Devon and Torbay ,PHARMACY CHAIN,TQ4 5AQ,BESTWAY (HOLDINGS) LTD,46B DARTMOUTH ROAD,0,TQ04,441803555235
Jersey Health and Social Service,PHARMACY CHAIN,JE2 7LA,REID'S PHARMACY LTD (5351),LIDO MEDICAL CENTRE,0,JE02,441534728883
 Wokingham ,PHARMACY CHAIN,RG10 8AE,LLOYDS PHARMACY LTD (7350),48 VICTORIA ROAD,0,RG10,441189403557
 South Reading ,PHARMACY CHAIN,RG2 7AZ,LLOYDS PHARMACY LTD (7331),68 CHRISTCHURCH ROAD,0,RG02,441189871868
 Harrow ,PHARMACY INDEPENDENT,HA7 4EB,QUEST PARK LTD (7334),5 BUCKINGHAM PARADE,0,HA07,442089540265
 North and West Reading ,PHARMACY CHAIN,RG30 1AY,LLOYDS PHARMACY LTD (7301),351-353 OXFORD ROAD,0,RG30,441189586502
 Aylesbury Vale ,PHARMACY CHAIN,HP19 9HZ,LLOYDS PHARMACY LTD (7303),306 MEADOWCROFT,0,HP19,441296483750
 Bracknell and Ascot ,PHARMACY CHAIN,RG12 8UX,LLOYDS PHARMACY LTD (7306),6 GREAT HOLLANDS SQUARE,0,RG12,441344420293
 Bracknell and Ascot ,PHARMACY CHAIN,RG12 7DE,LLOYDS PHARMACY LTD (7307),97 LISCOMBE,0,RG12,441344423828
 Bracknell and Ascot ,PHARMACY CHAIN,RG12 7BN,LLOYDS PHARMACY LTD (7308),8 RECTORY ROW,0,RG12,441344421755
 Slough ,PHARMACY CHAIN,SL1 5QL,LLOYDS PHARMACY LTD (7311),417-419 BATH ROAD,0,SL01,441628604825
 Wokingham ,PHARMACY CHAIN,RG6 1LN,LLOYDS PHARMACY LTD (7312),105 WOKINGHAM ROAD,0,RG06,441189262034
 Dorset ,PHARMACY CHAIN,BH14 8UB,LLOYDS PHARMACY LTD (7313),10 STATION ROAD,0,BH14,441202746071
 North Hampshire ,PHARMACY INDEPENDENT,RG23 8BU,BORG PHARMA LTD (7316),3 WINKLEBURY CENTRE,0,RG22,441256328328
 Luton ,PHARMACY CHAIN,LU2 7UR,LLOYDS PHARMACY LTD (7317),613 HITCHIN ROAD,0,LU02,441582611003
 North and West Reading ,PHARMACY CHAIN,RG7 3TF,LLOYDS PHARMACY LTD (7320),24 WEST END ROAD,0,RG07,441189332373
 Oxfordshire ,PHARMACY CHAIN,RG8 9AT,LLOYDS PHARMACY LTD (7321),HIGH STREET,0,OX10,441491872124
 Chiltern ,PHARMACY CHAIN,HP12 4PG,LLOYDS PHARMACY LTD (7324),1 CRESSEX PARADE,0,HP12,441494520685
 Oxfordshire ,PHARMACY CHAIN,OX10 6RP,LLOYDS PHARMACY LTD (7325),23 HIGH STREET,0,OX10,441491838686
 North and West Reading ,PHARMACY CHAIN,RG7 5AH,LLOYDS PHARMACY LTD (7327),27 HIGH STREET,0,RG07,441189302542
 Oxfordshire ,PHARMACY CHAIN,RG8 7AQ,LLOYDS PHARMACY LTD (7328),3 THE SQUARE,0,OX10,441189842935
 Coastal West Sussex ,PHARMACY CHAIN,PO20 0QL,LLOYDS PHARMACY LTD (7329),71-73 HIGH STREET,0,PO20,441243604725
 Bedfordshire ,PHARMACY CHAIN,MK42 8BG,LLOYDS PHARMACY LTD (7330),98 BEDFORD ROAD,0,MK42,441234851767
 South Reading ,PHARMACY CHAIN,RG1 3NX,LLOYDS PHARMACY LTD (7318),195 LONDON ROAD,0,RG01,441189660541
Jersey Health and Social Service,PHARMACY CHAIN,JE2 4WE,BOOTS UK LTD (1526),62 KING STREET,0,JE02,441534636990
 West Hampshire ,PHARMACY INDEPENDENT,SO30 2US,HJ EVERETT (CHEMIST) LTD,GOODLANDS HOUSE,0,SO30,441489795533
 Herts Valleys ,PHARMACY CHAIN,WD19 7AE,ESOM'S LTD,28 BRIDLINGTON ROAD,0,WD19,442084210208
 Islington ,PHARMACY CHAIN,EC2V 6DN,BOOTS UK LTD (0899),UNIT F,0,EC01,442072489340
 Camden ,PRIVATE HOSPITAL,NW1 2BU,HARLEY STREET AT UCH,UNIVERSITY COLLEGE HOSPITAL,0,NW01,442034471700
 Waltham Forest ,CLINIC OR HEALTH CENTRE,E17 3LA,WOOD STREET HEALTH CLINIC,6 LINFORD ROAD,0,EZ17,442084307777
 Hillingdon ,GSK MANAGED ACCOUNT OTHER,UB7 0EH,HEATHROW MEDICAL SERVICES,WEEKLY HOUSE,0,UB07,442085282633
 Newham ,PHARMACY CHAIN,E12 5JR,MEDIPHARMACY LTD,995 ROMFORD ROAD,0,EZ12,442084782861
 West Essex ,PHARMACY CHAIN,CM20 1AN,ASDA STORES LTD (5761),THE WATER GARDENS,0,CM20,441279459710
 Croydon ,PHARMACY CHAIN,CR0 1RB,MEDIPHARMACY LTD,66 CHURCH STREET,0,CR00,442086880888
 Surrey Downs ,PHARMACY CHAIN,KT8 0DL,NICKLEVALE LTD,104 WALTON ROAD,0,KT08,442089795168
 Enfield ,PHARMACY INDEPENDENT,N13 5XG,TSU LTD,410 GREEN LANES,0,NZ13,442088862561
 Newham ,PHARMACY CHAIN,E6 7FD,TESCO STORES LTD (2179),1 ARMADA WAY,0,EZ06,443456779108
 Southend ,GP SURGERY,SS1 2TH,THE PRACTICE NORTHUMBERLAND AVENUE,32 NORTHUMBERLAND AVENUE,4000,SS01,441702440720
 Norwich ,PHARMACY CHAIN,NR1 2AD,PHARMA-Z LTD,1 ST. JOHNS CLOSE,0,NR01,441603624539
 North Norfolk ,PHARMACY CHAIN,NR11 8LH,PHARMA-Z LTD,17 HIGH STREET,0,NR11,441263720585
 East and N Herts ,PHARMACY CHAIN,CM21 9AR,RETROLINK LTD,7 BELL STREET,0,CM23,441279722393
 Barnet ,PHARMACY CHAIN,N11 2DN,CLOCKWORK RETAIL LTD,9 QUEENS PARADE,0,NZ11,442088883222
 Haringey ,GP SURGERY,N8 8SU,THE VALE PRACTICE,50 PARK ROAD,8400,NZ08,442083473330
 Tower Hamlets ,PHARMACY INDEPENDENT,E1 2PR,DAVID BARBANEL LTD,4 WATNEY MARKET,0,EZ01,442077900625
 Slough ,PHARMACY CHAIN,SL1 9LA,ASDA STORES LTD (4154),TELFORD DRIVE,0,SL01,441753524017
 Hammersmith and Fulham ,PHARMACY CHAIN,W12 8HA,GREEN CROSS LTD,66 GOLDHAWK ROAD,0,WZ12,442087436186
 Nene ,PHARMACY CHAIN,NN8 2EF,TESCO STORES LTD (3380),27-35 WHITWORTH WAY,0,NN08,441933375447
 Brighton and Hove ,GSK MANAGED ACCOUNT OTHER,BN3 3JD,SUSSEX TRAVEL CLINIC,30 THE DRIVE,0,BN03,441273749100
 South Devon and Torbay ,PHARMACY CHAIN,TQ12 5DJ,BESTWAY (HOLDINGS) LTD,SCHOOL ROAD,0,TQ12,441803872155
 Milton Keynes ,PHARMACY CHAIN,MK1 1BN,BOOTS UK LTD (6568),WATLING STREET,0,MK02,441908372560
 Thanet ,PHARMACY CHAIN,CT10 2NR,ASDA STORES LTD (4697),WESTWOOD ROAD,0,CT10,441843608010
 Sutton ,PHARMACY CHAIN,SM1 1BT,WAREMOSS LTD,58 GROVE ROAD,0,SM01,442086424919
 Barnet ,GP SURGERY,HA8 0NR,DR HASMUKH H MAKANJI,GERVASE ROAD,0,HA08,
 Gloucestershire ,WHOLESALE,GL17 0DD,FRONTIERMEDEX LTD,"BUILDING 8, FLOOR 3",0,GL14,441594545115
 North East West Devon,PHARMACY INDEPENDENT,EX4 2AD,S & L MURPHY LTD,NEW VALLEY ROAD,0,EX04,
 Brighton and Hove ,PHARMACY CHAIN,BN1 6DD,WAREMOSS LTD,90 BEACONSFIELD ROAD,0,BN01,441273552815
 Bromley ,PHARMACY CHAIN,SE20 8AJ,WAREMOSS LTD,121 ANERLEY ROAD,0,SE20,442086598040
 Central London ,GSK MANAGED ACCOUNT OTHER,W1U 5HJ,METABOLIC SERVICES LTD,49 MARYLEBONE HIGH STREET,0,WZ01,
 Waltham Forest ,PHARMACY CHAIN,E17 9AP,MANICHEM LTD (7020),413 HOE STREET,0,EZ17,442085205081
 Haringey ,PHARMACY CHAIN,N22 8JW,LLOYDS PHARMACY LTD (7018),352 HIGH ROAD,0,NZ22,442088881729
 Haringey ,PHARMACY CHAIN,N22 8HH,LLOYDS PHARMACY LTD (7023),240 HIGH ROAD,0,NZ22,442088890150
 Enfield ,PHARMACY CHAIN,N9 0TY,LLOYDS PHARMACY LTD (7024),13 THE CONCOURSE,0,NZ09,442088071412
 West London K&C and Qpp ,PHARMACY CHAIN,SW10 0TX,LLOYDS PHARMACY LTD (7019),513 KINGS ROAD,0,SW10,442073529954
 Hammersmith and Fulham ,PHARMACY INDEPENDENT,W14 9EX,NOVAPHARMA LTD,100A NORTH END ROAD,0,WZ14,442073815635
 Southwark ,PHARMACY CHAIN,SE15 4QY,DAY LEWIS CHEMISTS LTD,127 BELLENDEN ROAD,0,SE15,442076396401
 North East Essex ,PHARMACY CHAIN,CO3 4PG,BOOTS UK LTD (6227),PLUME AVENUE,0,CO03,441206578874
 Lambeth ,GP SURGERY,SW8 2JB,RIVERSIDE MEDICAL PRACTICE,"HOBART HOUSE, ST GEORGE WHARF",8000,SW08,442030494500
 Enfield ,PHARMACY CHAIN,EN1 1TH,SAINSBURY'S SUPERMARKETS LTD (444),3 CROWN ROAD,0,EN01,442088043493
 South Eastern Hants ,PHARMACY CHAIN,PO9 1DQ,BOOTS UK LTD (1365),SOLENT ROAD,0,PO09,
 Norwich ,GSK MANAGED ACCOUNT OTHER,NR1 3DY,THE GLOBE TRAVEL HEALTH CENTRE,26 CATTLE MARKET STREET,0,NR01,441603667323
 Barking and Dagenham ,PHARMACY CHAIN,IG11 9PN,DAY LEWIS PLC,359 RIPPLE ROAD,0,IG11,442085941470
 Havering ,PHARMACY CHAIN,RM12 6LL,BOOTS UK LTD (1232),205 STATION LANE,0,RM12,441708442665
 Havering ,PHARMACY CHAIN,RM3 9PH,BOOTS UK LTD (6234),122 PETERSFIELD AVENUE,0,RM03,441708343834
 Havering ,PHARMACY CHAIN,RM11 3XS,BOOTS UK LTD (6235),171 HIGH STREET,0,RM11,441708447975
 Southampton ,PHARMACY CHAIN,SO15 1BA,BOOTS UK LTD (6583),6 HARBOUR PARADE,0,SO15,
 Southend ,PHARMACY CHAIN,SS2 4DQ,LLOYDS PHARMACY LTD (7016),FOSSETTS WAY,0,SS02,
 Havering ,PHARMACY CHAIN,RM1 1AU,SAINSBURY'S SUPERMARKETS LTD (696),1-15 THE BEWERY,0,RM01,441708768907
 Basildon and Brentwood ,PHARMACY CHAIN,SS14 3HZ,TESCO STORES LTD (2073),MAYFLOWER RETAIL PARK,0,SS14,441268912847
 Sutton ,PHARMACY CHAIN,SM6 9DA,DAY LEWIS PLC (0178),4 MOLLISON SQUARE,0,SM06,
 Barnet ,PHARMACY CHAIN,EN4 8RQ,SAINSBURY'S SUPERMARKETS LTD (0124),66 EAST BARNET ROAD,0,EN04,442084413177
 Luton ,GSK MANAGED ACCOUNT OTHER,LU2 8DL,TRAVEL VAC & OCUPATIONAL HEALTH CONSULTA,BASEPOINT 110,0,LU02,441582433730
 Haringey ,PHARMACY INDEPENDENT,N4 1DU,MED-CHEM UK LTD,73 GRAND PARADE,0,NZ04,442088024855
 Thanet ,PHARMACY CHAIN,CT10 1NQ,MANOR PHARMACY (BROADSTAIRS) LTD,73-75 HIGH STREET,0,CT10,441843600309
 Swindon ,PHARMACY CHAIN,SN5 7DL,ASDA STORES LTD (4991),15 WEST SWINDON DISTRICT CENTRE,0,SN05,441793758010
 Bristol ,PHARMACY CHAIN,BS7 9RR,BESTWAY PANACEA HEALTHCARE LTD (200487),HORFIELD HEALTH CENTRE,0,BS07,441179792569
 Milton Keynes ,PHARMACY CHAIN,MK15 9ET,L ROWLAND & CO (RETAIL) LTD (1527),"UNIT 1, WILLEN HEALTHCARE PLUS",0,MK09,441908671077
 Medway ,PHARMACY INDEPENDENT,ME3 7AT,LAWSAT PHARM LTD,4 SCHOOL LANE,0,ME03,441474825253
 Medway ,PHARMACY INDEPENDENT,ME2 4LP,LAWSAT PHARM LTD,MILLER WAY,0,ME02,441634297580
 Medway ,PHARMACY INDEPENDENT,ME3 8HX,LAWSAT PHARM LTD,7 PARKSIDE PARADE,0,ME03,441634222021
 West London K&C and Qpp ,PHARMACY INDEPENDENT,W11 3HL,GO GO CHEMIST LTD,12 PEMBRIDGE ROAD,0,WZ11,442072290958
 Wiltshire ,PHARMACY CHAIN,BA14 7GW,LLOYDS PHARMACY LTD (6979),UNIT G HACKETT PLACE,0,BA14,
 Medway ,PHARMACY CHAIN,ME1 2BQ,MERLIN PHARMACY CONSULTANTS LTD,364 CITY WAY,0,ME01,441634842789
 East and N Herts ,PHARMACY CHAIN,SG6 2HX,SAINSBURY'S SUPERMARKETS LTD (421),THIRD AVENUE,0,SG06,441462482082
 Lincolnshire East ,PHARMACY CHAIN,LN12 2EY,LLOYDS PHARMACY LTD (6964),23 HIGH STREET,0,LN12,
 Hammersmith and Fulham ,PHARMACY CHAIN,W6 7HY,LLOYDS PHARMACY LTD (7036),RICHFORD GATE,0,WZ06,442082372367
 Bristol ,PHARMACY CHAIN,BS3 4JY,ASDA STORES LTD (4647),EAST STREET,0,BS03,441179231563
 Enfield ,PHARMACY CHAIN,EN3 4DP,TESCO STORES LTD (3032),288 HIGH STREET,0,EN03,
 Brighton and Hove ,PHARMACY CHAIN,BN1 2JA,SUPERDRUG STORES PLC (1218),78 WESTERN ROAD,0,BN01,441273327402
 South Gloucestershire ,PHARMACY CHAIN,BS30 7ES,BOOTS UK LTD (6544),"UNIT D, LONGWELL GREEN RETAIL PARK",0,BS30,
 North Somerset ,PHARMACY CHAIN,BS21 6BP,L ROWLAND & CO (RETAIL) LTD (1554),111 OLD STREET,0,BS21,441275876797
 Ashford ,PRIVATE SURGERY,TN24 8PA,THE NORTHSIDE CLINIC,NORTHSIDE HOUSE,0,TN24,441233661846
 Oxfordshire ,PRIVATE SURGERY,OX2 7DE,HEALTHWATCH LTD,"MAYFIELD HOUSE, 3RD FLOOR",100,OX02,441865423425
 Thanet ,PHARMACY CHAIN,CT10 2QJ,TESCO STORES LTD (2200),475 MARGATE ROAD,0,CT10,443456779112
 Surrey Downs ,PRIVATE CONSULTANT,KT18 7LX,THE CLOCK HOUSE HEALTHCARE LTD,THE CLOCK HOUSE,0,KT17,441372840830
 South Kent Coast ,PHARMACY CHAIN,CT20 1AU,ASDA STORES LTD (4220),19 BOUVERIE PLACE SHOPPING CENTRE,0,CT20,441303213010
 Lincolnshire West ,PHARMACY CHAIN,LN5 7LB,L ROWLAND & CO (RETAIL) LTD (1541),60 PORTLAND STREET,0,LN05,441522524281
 Lincolnshire West ,PHARMACY CHAIN,LN1 1YA,LLOYDS PHARMACY LTD (7007),NEWLAND,0,LN01,
 Milton Keynes ,PHARMACY CHAIN,MK13 8RN,BOOTS UK LTD (1346),68 BRADWELL COMMON BOULEVARD,0,MK13,
 Southwark ,PHARMACY CHAIN,SE22 8BB,SAINSBURY'S SUPERMARKETS LTD (0054),80 DOG KENNEL HILL,0,SE22,442077384900
 West Hampshire ,PHARMACY CHAIN,SP10 1UZ,TESCO STORES LTD (2030),RIVER WAY,0,SP10,
 Ashford ,PHARMACY CHAIN,TN24 9JZ,S.G. COURT LTD,CEMETERY LANE,0,TN24,441233622869
 West Essex ,PHARMACY CHAIN,CM17 9TG,BOLDASSETT LTD,FLORENCE NIGHTINGALE HEALTH CENTRE,0,CM05,
Jersey Health and Social Service,PHARMACY CHAIN,JE2 7TP,REID'S PHARMACY LTD,8 BAGATELLE PARADE,0,JE02,441534726016
 North and West Reading ,PHARMACY CHAIN,RG30 1AW,TESCO STORES LTD (5528),PORTMAN ROAD,0,RG30,
 Croydon ,PHARMACY CHAIN,CR8 5JE,BUTT & HOBBS LTD,12 GODSTONE ROAD,0,CR08,442086601970
 Croydon ,PHARMACY CHAIN,CR2 6ES,DEJURE LTD,367 BRIGHTON ROAD,0,CR02,
 Croydon ,PHARMACY CHAIN,CR0 8TE,MEDIPHARMACY LTD (28),143 WICKHAM ROAD,0,CR00,442086541762
 Ipswich East Suffolk ,PHARMACY CHAIN,IP2 8JS,PHARMAZONE LTD,"UNIT 4, ANDERSON HOUSE",0,IP02,441473689770
